term	gene
K08812	NP_076951.2
K13988	NP_076952.1
K11792	NP_076955.1
K00682	NP_076956.1
K15684	NP_076957.3
K11505	NP_076958.1
K14302	NP_076962.2
K18418	NP_076971.1
K20818	NP_076974.2
K14808	NP_076977.3
K21754	NP_076981.2
K19539	NP_076982.3
K03849	NP_076984.2
K04977	NP_076985.4
K04983	NP_076985.4
K15627	NP_076988.1
K17907	NP_076990.4
K11393	NP_076991.3
K10331	NP_076992.1
K10203	NP_076995.1
K15432	NP_076998.1
K11271	NP_076999.2
K10330	NP_077000.1
K16904	NP_077001.1
K14822	NP_077003.1
K14829	NP_077005.2
K22235	NP_077006.1
K22237	NP_077006.1
K13221	NP_077007.1
K14684	NP_077008.2
K01873	NP_077010.1
K03847	NP_077010.1
K09228	NP_077011.1
K20304	NP_077013.1
K07232	NP_077016.3
K12019	NP_077019.2
K15215	NP_077021.1
K18407	NP_077022.1
K20410	NP_077022.1
K12649	NP_077024.2
K01340	NP_077078.5
K09633	NP_077078.5
K01191	NP_077268.1
K13113	NP_077268.1
K11519	NP_077271.1
K13989	NP_077271.1
K19873	NP_077277.1
K09230	NP_077279.1
K19703	NP_077282.3
K22387	NP_077283.2
K16456	NP_077285.3
K08239	NP_077288.2
K14851	NP_077289.1
K11507	NP_077298.1
K09228	NP_077301.4
K10281	NP_077302.3
K05307	NP_077304.1
K11864	NP_077308.1
K13175	NP_077315.2
K09228	NP_077317.2
K11802	NP_077321.3
K03940	NP_077718.3
K02599	NP_077719.2
K20994	NP_077719.2
K20995	NP_077719.2
K12336	NP_077720.1
K15840	NP_077722.1
K13982	NP_077726.1
K00995	NP_077733.3
K19948	NP_077733.3
K16342	NP_077734.2
K20124	NP_077748.3
K01530	NP_077816.1
K16802	NP_077817.2
K09229	NP_077819.2
K09230	NP_077819.2
K22383	NP_078772.1
K09301	NP_078777.1
K09239	NP_078779.2
K21424	NP_078781.3
K12309	NP_078782.3
K07523	NP_078785.1
K13023	NP_078785.1
K16354	NP_078785.1
K16356	NP_078785.1
K16358	NP_078785.1
K16586	NP_078787.2
K21954	NP_078789.2
K07419	NP_078790.2
K14973	NP_078792.1
K07986	NP_078794.1
K07987	NP_078794.1
K20281	NP_078799.2
K13526	NP_078800.3
K14951	NP_078800.3
K17277	NP_078802.2
K13701	NP_078803.4
K15175	NP_078805.3
K09670	NP_078809.2
K09671	NP_078809.2
K00747	NP_078812.3
K03419	NP_078812.3
K01883	NP_078813.1
K10629	NP_078815.3
K02895	NP_078816.2
K15688	NP_078820.2
K19192	NP_078821.2
K16717	NP_078824.2
K19382	NP_078825.2
K19400	NP_078825.2
K04710	NP_078828.2
K21806	NP_078834.2
K01908	NP_078836.1
K10744	NP_078846.2
K13153	NP_078847.2
K00710	NP_078848.2
K14536	NP_078856.4
K16507	NP_078858.4
K16669	NP_078858.4
K14358	NP_078859.2
K20465	NP_078862.4
K01135	NP_078866.3
K12375	NP_078866.3
K12195	NP_078867.2
K12345	NP_078868.1
K09680	NP_078870.1
K16807	NP_078873.2
K12233	NP_078878.3
K00237	NP_078880.2
K13736	NP_078881.3
K20071	NP_078881.3
K20651	NP_078881.3
K10567	NP_078884.2
K19375	NP_078886.2
K18711	NP_078888.4
K15258	NP_078891.2
K13291	NP_078893.2
K12653	NP_078894.2
K15522	NP_078895.2
K15523	NP_078895.2
K06747	NP_078902.2
K14428	NP_078904.4
K11513	NP_078905.2
K16675	NP_078906.2
K19202	NP_078908.1
K20823	NP_078911.3
K19876	NP_078912.2
K09677	NP_078913.3
K15407	NP_078914.1
K15538	NP_078917.2
K00710	NP_078918.3
K16914	NP_078920.2
K10350	NP_078922.1
K16746	NP_078925.3
K08843	NP_078928.3
K06947	NP_078930.4
K11703	NP_078932.2
K14521	NP_078938.3
K09611	NP_078939.3
K01922	NP_078940.2
K04508	NP_078941.2
K12185	NP_078943.1
K02358	NP_078946.1
K11419	NP_078946.1
K09228	NP_078947.3
K18754	NP_078950.1
K10897	NP_078951.2
K01893	NP_078954.4
K09391	NP_078956.2
K21914	NP_078957.3
K19945	NP_078958.2
K20168	NP_078958.2
K17658	NP_078959.3
K19401	NP_078961.3
K16583	NP_078962.4
K09228	NP_078967.3
K05293	NP_078968.3
K10423	NP_078968.3
K15107	NP_078974.1
K07059	NP_078975.2
K12456	NP_078975.2
K13108	NP_078976.2
K10327	NP_078977.2
K10335	NP_078977.2
K17916	NP_078980.3
K11168	NP_078981.1
K09228	NP_078982.3
K13135	NP_078983.1
K10329	NP_078984.2
K12366	NP_078988.3
K18985	NP_078988.3
K19241	NP_078988.3
K01724	NP_078991.3
K19953	NP_078995.2
K09378	NP_078997.4
K09380	NP_078997.4
K18703	NP_079004.2
K10352	NP_079005.3
K17198	NP_079006.1
K13958	NP_079007.2
K09228	NP_079009.3
K10308	NP_079011.3
K03846	NP_079016.2
K22499	NP_079018.1
K21595	NP_079020.13
K15212	NP_079022.2
K20192	NP_079023.2
K19673	NP_079029.3
K17711	NP_079030.3
K11420	NP_079033.4
K01480	NP_079034.3
K06685	NP_079037.3
K09228	NP_079038.2
K18826	NP_079042.1
K06789	NP_079045.1
K20794	NP_079047.2
K10277	NP_079049.2
K13134	NP_079051.9
K17538	NP_079052.2
K00920	NP_079055.3
K21988	NP_079056.2
K16759	NP_079057.3
K10980	NP_079058.1
K20027	NP_079062.1
K15699	NP_079063.2
K16771	NP_079066.5
K22368	NP_079070.1
K17941	NP_079074.2
K20880	NP_079076.3
K07374	NP_079079.1
K09228	NP_079080.2
K14364	NP_079083.2
K16831	NP_079084.4
K19361	NP_079085.2
K14398	NP_079087.3
K20827	NP_079089.2
K15685	NP_079090.2
K15714	NP_079090.2
K17817	NP_079091.3
K20130	NP_079092.2
K12164	NP_079094.1
K15193	NP_079100.2
K11418	NP_079103.2
K10408	NP_079107.6
K14292	NP_079107.6
K09228	NP_079109.2
K01530	NP_079113.2
K14802	NP_079113.2
K09228	NP_079116.2
K20411	NP_079117.3
K08360	NP_079119.3
K08370	NP_079119.3
K14304	NP_079120.1
K21121	NP_079121.1
K21988	NP_079123.3
K06712	NP_079126.1
K11593	NP_079128.2
K16174	NP_079130.2
K11672	NP_079131.3
K05302	NP_079136.2
K10164	NP_079141.2
K12365	NP_079146.2
K17588	NP_079146.2
K09650	NP_079147.1
K08869	NP_079152.3
K15283	NP_079157.3
K00109	NP_079160.1
K03132	NP_079161.3
K11778	NP_079163.2
K19582	NP_079164.1
K14788	NP_079170.2
K21882	NP_079171.1
K20160	NP_079174.2
K20161	NP_079174.2
K16457	NP_079175.2
K11347	NP_079176.2
K22155	NP_079176.2
K22156	NP_079176.2
K20161	NP_079177.2
K19370	NP_079178.2
K00507	NP_079182.2
K09275	NP_079191.2
K15331	NP_079193.2
K15332	NP_079193.2
K11544	NP_079194.3
K16683	NP_079195.3
K16821	NP_079195.3
K16822	NP_079195.3
K15743	NP_079198.2
K14314	NP_079199.2
K19685	NP_079202.2
K10247	NP_079206.2
K10250	NP_079206.2
K21441	NP_079209.3
K14947	NP_079215.2
K05727	NP_079216.4
K12367	NP_079216.4
K13708	NP_079216.4
K17697	NP_079216.4
K17707	NP_079216.4
K20310	NP_079217.2
K10078	NP_079220.2
K10990	NP_079221.2
K15700	NP_079221.2
K11457	NP_079223.3
K11458	NP_079223.3
K16685	NP_079225.5
K22210	NP_079228.4
K17973	NP_079229.2
K13754	NP_079235.2
K09680	NP_079236.3
K12648	NP_079236.3
K10284	NP_079239.3
K09228	NP_079243.1
K17494	NP_079245.2
K20685	NP_079255.4
K08467	NP_079256.4
K05294	NP_079265.2
K11498	NP_079269.4
K02355	NP_079272.4
K08621	NP_079279.3
K08624	NP_079279.3
K09609	NP_079279.3
K16752	NP_079280.2
K16461	NP_079285.2
K10455	NP_079286.2
K07525	NP_079290.1
K13744	NP_079290.1
K20687	NP_079290.1
K20688	NP_079290.1
K09228	NP_079303.2
K09228	NP_079316.2
K20127	NP_079321.3
K17200	NP_079323.1
K08453	NP_079324.2
K08458	NP_079324.2
K15255	NP_079325.2
K17533	NP_079328.3
K11861	NP_079330.2
K12022	NP_079334.3
K22038	NP_079337.2
K14846	NP_079341.2
K05309	NP_079348.1
K12656	NP_079349.2
K13176	NP_079351.2
K08678	NP_079352.2
K13202	NP_079353.3
K18668	NP_079355.2
K13051	NP_079356.3
K11512	NP_079358.3
K12615	NP_079359.2
K22078	NP_079368.3
K14457	NP_079374.2
K14458	NP_079374.2
K19679	NP_079379.2
K06629	NP_079380.2
K10343	NP_079382.2
K19330	NP_079389.2
K16533	NP_079390.3
K08155	NP_079391.2
K20804	NP_079402.2
K08991	NP_079404.3
K00844	NP_079406.4
K12407	NP_079406.4
K19671	NP_079408.3
K10297	NP_079409.3
K04494	NP_079410.4
K14437	NP_079410.4
K14438	NP_079410.4
K19026	NP_079413.3
K08868	NP_079420.3
K20793	NP_079422.1
K18588	NP_079423.1
K00666	NP_079425.3
K01868	NP_079426.2
K12484	NP_079427.4
K03593	NP_079428.2
K01530	NP_079429.2
K19347	NP_079430.3
K11887	NP_079431.1
K22382	NP_079436.4
K10993	NP_079437.5
K08098	NP_079439.2
K16311	NP_079440.3
K19008	NP_079440.3
K19009	NP_079440.3
K15183	NP_079441.1
K16476	NP_079452.3
K16477	NP_079452.3
K06820	NP_079455.3
K16763	NP_079456.2
K15289	NP_079457.2
K12021	NP_079464.2
K10086	NP_079467.3
K00070	NP_079469.2
K12408	NP_079469.2
K00911	NP_079470.1
K08814	NP_079471.1
K03687	NP_079472.1
K15031	NP_079474.2
K15141	NP_079481.2
K00953	NP_079483.3
K15429	NP_079483.3
K05450	NP_079484.1
K11322	NP_079485.1
K16833	NP_079486.1
K03344	NP_079488.2
K06173	NP_079491.2
K20674	NP_079491.2
K01357	NP_079492.2
K07986	NP_079493.1
K07987	NP_079493.1
K07986	NP_079494.1
K07987	NP_079494.1
K09525	NP_079495.1
K06834	NP_079496.1
K06835	NP_079496.1
K06836	NP_079496.1
K08608	NP_079496.1
K08616	NP_079496.1
K14962	NP_079498.2
K10517	NP_079500.2
K13534	NP_079501.2
K16765	NP_079501.2
K16816	NP_079501.2
K09230	NP_079507.1
K17338	NP_079508.2
K02318	NP_079509.5
K12602	NP_079510.1
K10799	NP_079511.1
K16834	NP_079513.1
K10477	NP_079514.1
K06708	NP_079515.2
K06745	NP_079515.2
K06746	NP_079516.1
K14011	NP_079517.1
K14610	NP_079519.1
K15610	NP_079521.1
K15611	NP_079521.1
K11729	NP_079523.3
K20649	NP_079527.1
K15322	NP_079541.1
K01872	NP_079543.1
K07050	NP_079543.1
K16745	NP_085055.2
K19382	NP_085055.2
K09228	NP_085057.3
K20409	NP_085058.3
K09228	NP_085116.2
K11592	NP_085124.2
K07420	NP_085125.1
K10452	NP_085127.2
K13097	NP_085128.2
K02602	NP_085130.2
K13142	NP_085131.1
K15110	NP_085134.1
K11471	NP_085135.1
K13619	NP_085140.2
K14480	NP_085144.1
K14480	NP_085146.2
K20478	NP_085148.1
K11445	NP_085150.1
K19414	NP_085150.1
K19415	NP_085150.1
K11431	NP_085151.1
K12489	NP_085152.2
K06087	NP_085915.2
K06593	NP_085915.2
K09303	NP_109377.1
K09311	NP_109377.1
K04368	NP_109587.1
K04369	NP_109587.1
K07048	NP_109589.2
K19749	NP_109590.3
K13963	NP_109591.1
K13966	NP_109591.1
K14004	NP_109598.2
K14990	NP_109599.3
K09299	NP_110378.3
K09493	NP_110379.2
K17310	NP_110381.2
K20191	NP_110381.2
K04491	NP_110383.2
K20456	NP_110385.1
K20462	NP_110385.1
K21246	NP_110386.2
K04288	NP_110387.1
K04295	NP_110387.1
K00408	NP_110388.2
K01384	NP_110388.2
K03730	NP_110389.1
K17045	NP_110390.1
K06727	NP_110391.2
K07971	NP_110392.1
K21404	NP_110394.3
K17500	NP_110395.1
K01639	NP_110396.1
K09636	NP_110397.2
K16753	NP_110398.1
K07618	NP_110399.2
K07375	NP_110400.1
K04257	NP_110401.1
K00444	NP_110402.2
K12965	NP_110403.2
K08147	NP_110404.1
K08149	NP_110404.1
K04905	NP_110406.1
K04909	NP_110406.1
K04910	NP_110406.1
K15115	NP_110407.2
K04321	NP_110411.1
K08409	NP_110411.1
K19756	NP_110412.1
K10377	NP_110413.3
K09595	NP_110416.1
K17257	NP_110417.2
K01124	NP_110419.5
K10313	NP_110420.3
K16482	NP_110421.1
K18404	NP_110421.1
K04381	NP_110422.2
K20363	NP_110426.4
K10082	NP_110432.1
K10083	NP_110432.1
K16738	NP_110435.1
K16739	NP_110435.1
K17494	NP_110436.1
K13984	NP_110437.2
K17405	NP_110438.1
K03695	NP_110440.1
K21437	NP_110443.3
K14480	NP_110444.3
K13115	NP_110445.1
K16629	NP_110447.2
K01047	NP_110448.2
K09228	NP_110451.1
K12864	NP_110517.2
K14480	NP_112092.2
K06448	NP_112155.2
K09228	NP_112157.2
K09230	NP_112161.3
K04257	NP_112163.1
K08813	NP_112168.1
K04257	NP_112170.1
K12001	NP_112174.2
K06841	NP_112175.2
K06842	NP_112175.2
K12161	NP_112176.1
K06593	NP_112178.2
K14405	NP_112179.2
K17936	NP_112180.4
K16805	NP_112181.3
K18648	NP_112182.1
K01304	NP_112186.3
K15013	NP_112186.3
K08272	NP_112187.2
K18264	NP_112188.1
K18265	NP_112188.1
K17296	NP_112189.2
K17345	NP_112189.2
K10727	NP_112190.2
K05740	NP_112194.2
K05741	NP_112194.2
K05745	NP_112194.2
K16688	NP_112194.2
K02333	NP_112199.2
K11459	NP_112199.2
K21248	NP_112200.2
K22063	NP_112202.2
K14570	NP_112203.2
K18259	NP_112205.2
K17585	NP_112210.1
K17555	NP_112211.1
K17556	NP_112211.1
K08800	NP_112214.3
K15707	NP_112216.3
K05398	NP_112218.2
K10169	NP_112218.2
K10171	NP_112218.2
K18808	NP_112218.2
K08621	NP_112219.3
K08625	NP_112219.3
K14353	NP_112220.2
K14356	NP_112220.2
K11997	NP_112223.1
K12026	NP_112223.1
K18061	NP_112224.1
K15700	NP_112225.2
K17385	NP_112226.2
K03375	NP_112227.1
K19470	NP_112230.1
K03351	NP_112233.3
K09228	NP_112234.3
K15168	NP_112235.2
K20894	NP_112236.3
K05754	NP_112240.1
K13126	NP_112241.2
K07874	NP_112243.1
K07875	NP_112243.1
K16912	NP_112483.1
K01816	NP_112484.3
K01557	NP_112485.2
K00773	NP_112486.1
K15113	NP_112489.3
K09208	NP_112490.3
K14299	NP_112493.2
K10401	NP_112494.3
K09228	NP_112495.2
K09229	NP_112495.2
K06500	NP_112536.2
K17540	NP_112562.3
K19537	NP_112565.1
K18405	NP_112567.2
K14286	NP_112569.2
K18202	NP_112569.2
K02956	NP_112570.2
K06727	NP_112571.2
K06727	NP_112572.1
K08074	NP_112574.3
K12832	NP_112577.1
K19485	NP_112577.1
K11666	NP_112578.2
K05863	NP_112581.1
K06176	NP_112582.3
K07920	NP_112586.1
K09114	NP_112590.1
K06172	NP_112591.2
K07767	NP_112593.2
K06072	NP_112594.1
K08187	NP_112594.1
K20642	NP_112595.2
K01855	NP_112597.4
K08875	NP_112598.3
K17309	NP_112600.1
K01077	NP_112603.2
K21411	NP_112603.2
K13044	NP_112740.1
K10592	NP_113584.3
K08341	NP_113600.1
K16316	NP_113602.2
K08798	NP_113605.2
K19480	NP_113606.2
K19496	NP_113606.2
K19497	NP_113606.2
K19498	NP_113606.2
K19499	NP_113606.2
K14242	NP_113607.1
K02939	NP_113608.1
K01017	NP_113610.2
K09672	NP_113610.2
K09673	NP_113610.2
K11548	NP_113611.2
K18617	NP_113614.1
K01068	NP_113615.2
K10411	NP_113615.2
K20290	NP_113619.3
K00876	NP_113620.1
K03426	NP_113626.1
K22403	NP_113637.3
K18708	NP_113640.1
K22190	NP_113645.1
K15260	NP_113646.2
K04924	NP_113648.2
K04925	NP_113648.2
K05323	NP_113648.2
K06520	NP_113650.2
K10251	NP_113651.4
K20839	NP_113652.2
K20306	NP_113654.5
K13860	NP_113655.2
K17084	NP_113659.3
K10669	NP_113660.1
K13215	NP_113662.1
K19919	NP_113664.1
K04667	NP_113667.1
K07178	NP_113668.2
K15107	NP_113669.1
K17888	NP_113670.1
K05632	NP_113671.3
K05633	NP_113671.3
K14848	NP_113673.3
K09228	NP_113674.1
K01338	NP_113678.2
K13187	NP_113680.1
K04549	NP_113686.1
K02375	NP_114072.1
K16747	NP_114091.4
K04880	NP_114092.2
K06807	NP_114097.2
K12470	NP_114098.1
K00522	NP_114100.1
K04873	NP_114101.4
K04870	NP_114102.2
K04872	NP_114102.2
K04871	NP_114103.2
K18630	NP_114104.1
K00827	NP_114106.1
K02988	NP_114108.1
K02911	NP_114109.1
K11850	NP_114113.1
K19470	NP_114116.3
K19914	NP_114118.2
K18494	NP_114121.2
K09208	NP_114124.1
K17681	NP_114127.3
K20068	NP_114128.3
K13154	NP_114129.1
K14650	NP_114129.1
K14574	NP_114131.1
K07921	NP_114140.4
K07922	NP_114140.4
K17341	NP_114141.2
K08414	NP_114142.3
K19944	NP_114143.1
K00515	NP_114144.5
K10252	NP_114144.5
K18048	NP_114144.5
K09488	NP_114146.3
K21881	NP_114147.2
K17351	NP_114151.3
K12491	NP_114152.3
K17848	NP_114152.3
K15101	NP_114153.1
K08664	NP_114154.1
K09628	NP_114154.1
K09629	NP_114154.1
K16600	NP_114155.4
K15074	NP_114160.1
K16315	NP_114171.2
K00774	NP_114172.1
K05868	NP_114172.1
K21770	NP_114172.1
K17403	NP_114403.1
K15693	NP_114404.1
K16312	NP_114406.1
K11407	NP_114408.3
K18671	NP_114408.3
K01206	NP_114409.2
K09851	NP_114412.2
K11294	NP_114414.2
K15026	NP_114414.2
K15076	NP_114414.2
K08811	NP_114417.1
K16851	NP_114418.2
K13862	NP_114423.1
K08811	NP_114426.1
K17258	NP_114428.1
K17561	NP_114429.2
K19695	NP_114430.2
K15362	NP_114432.2
K06563	NP_114433.1
K06795	NP_114433.1
K10057	NP_114433.1
K10059	NP_114433.1
K17514	NP_114433.1
K22244	NP_114433.1
K03766	NP_114436.1
K07819	NP_114436.1
K12891	NP_115285.1
K06841	NP_115484.2
K06842	NP_115484.2
K19491	NP_115486.1
K02874	NP_115487.2
K17424	NP_115488.2
K04924	NP_115491.1
K04925	NP_115491.1
K07767	NP_115492.1
K18263	NP_115495.3
K12669	NP_115497.4
K19478	NP_115497.4
K20189	NP_115498.2
K20726	NP_115501.2
K14347	NP_115504.1
K15620	NP_115508.2
K00615	NP_115512.3
K10474	NP_115514.2
K10475	NP_115514.2
K20175	NP_115515.2
K13206	NP_115517.1
K14299	NP_115518.3
K16725	NP_115518.3
K10307	NP_115521.3
K07951	NP_115522.1
K11834	NP_115523.2
K15122	NP_115524.3
K01724	NP_115527.3
K19994	NP_115528.4
K06235	NP_115529.2
K09224	NP_115529.2
K09225	NP_115529.2
K09226	NP_115529.2
K09227	NP_115529.2
K11470	NP_115530.2
K09229	NP_115540.2
K10905	NP_115542.2
K17935	NP_115543.3
K14552	NP_115544.1
K11730	NP_115545.3
K16765	NP_115547.1
K11855	NP_115548.1
K16273	NP_115549.2
K11518	NP_115550.2
K14549	NP_115551.2
K14291	NP_115553.2
K16772	NP_115556.2
K20799	NP_115558.3
K20655	NP_115560.1
K11308	NP_115564.2
K15494	NP_115568.2
K10745	NP_115569.2
K14847	NP_115570.1
K18667	NP_115580.2
K00277	NP_115587.6
K00280	NP_115587.6
K08220	NP_115595.2
K12306	NP_115595.2
K14436	NP_115597.3
K09864	NP_115598.2
K12597	NP_115602.2
K13356	NP_115604.1
K19199	NP_115609.2
K11858	NP_115612.4
K17547	NP_115613.1
K06820	NP_115618.3
K03671	NP_115619.4
K15686	NP_115622.2
K17299	NP_115626.2
K20408	NP_115635.1
K10694	NP_115644.1
K18402	NP_115645.4
K22038	NP_115646.3
K10646	NP_115647.2
K18157	NP_115649.1
K09651	NP_115652.2
K14951	NP_115655.2
K17578	NP_115656.1
K16675	NP_115659.1
K08963	NP_115661.1
K12494	NP_115665.1
K20042	NP_115667.2
K20065	NP_115667.2
K08451	NP_115668.4
K00908	NP_115670.1
K05215	NP_115670.1
K07359	NP_115670.1
K03447	NP_115671.1
K19903	NP_115674.1
K17824	NP_115675.1
K16811	NP_115676.1
K10265	NP_115677.2
K11877	NP_115678.1
K03024	NP_115681.1
K10769	NP_115682.1
K22414	NP_115687.2
K19832	NP_115689.1
K06127	NP_115690.3
K15116	NP_115691.1
K16607	NP_115692.1
K19374	NP_115693.2
K10482	NP_115696.2
K06928	NP_115700.1
K15025	NP_115701.2
K18932	NP_115703.2
K11345	NP_115705.2
K11346	NP_115705.2
K08583	NP_115706.1
K08584	NP_115706.1
K01415	NP_115707.2
K13124	NP_115708.1
K14773	NP_115710.2
K10735	NP_115712.1
K07401	NP_115715.3
K17682	NP_115716.1
K11885	NP_115717.3
K17564	NP_115719.1
K14294	NP_115721.1
K09230	NP_115723.1
K16855	NP_115725.1
K16867	NP_115725.1
K19196	NP_115728.2
K12189	NP_115729.1
K20195	NP_115731.3
K20824	NP_115732.2
K07297	NP_115733.2
K16757	NP_115734.1
K14784	NP_115735.2
K12880	NP_115737.1
K09534	NP_115740.5
K18732	NP_115740.5
K11489	NP_115749.2
K16184	NP_115751.3
K13617	NP_115753.1
K02355	NP_115756.2
K20295	NP_115758.3
K20190	NP_115759.2
K07750	NP_115761.2
K22282	NP_115761.2
K08867	NP_115763.2
K12189	NP_115763.2
K12493	NP_115765.2
K06173	NP_115766.3
K14838	NP_115766.3
K11658	NP_115784.1
K05688	NP_115785.1
K10632	NP_115785.1
K16536	NP_115786.1
K07367	NP_115791.3
K09228	NP_115799.2
K06061	NP_115803.1
K08796	NP_115806.1
K10601	NP_115807.1
K07520	NP_115808.3
K09228	NP_115809.1
K04417	NP_115811.2
K04418	NP_115811.2
K04419	NP_115811.2
K17534	NP_115811.2
K10484	NP_115820.2
K06825	NP_115823.3
K18260	NP_115825.1
K02098	NP_115827.1
K19530	NP_115828.2
K09228	NP_115829.1
K12734	NP_115861.1
K22190	NP_115861.1
K02990	NP_115865.1
K14383	NP_115865.1
K17422	NP_115866.1
K17419	NP_115867.2
K02919	NP_115868.1
K11427	NP_115871.1
K18693	NP_115872.2
K10737	NP_115874.3
K10427	NP_115875.1
K09174	NP_115880.2
K05168	NP_115881.3
K12393	NP_115882.1
K20634	NP_115885.2
K20636	NP_115885.2
K20637	NP_115885.2
K09228	NP_115886.1
K18491	NP_115887.1
K01895	NP_115890.2
K05054	NP_115892.2
K10470	NP_115894.2
K10475	NP_115894.2
K14831	NP_115898.2
K06093	NP_115899.1
K15682	NP_115901.2
K14689	NP_115902.1
K14690	NP_115902.1
K14695	NP_115902.1
K08341	NP_115903.1
K10435	NP_115903.1
K02561	NP_115904.1
K20017	NP_115904.1
K01185	NP_115906.4
K13915	NP_115906.4
K10087	NP_115909.1
K06093	NP_115910.1
K10509	NP_115911.1
K20463	NP_115912.1
K07375	NP_115914.1
K01081	NP_115915.1
K00778	NP_115917.1
K00779	NP_115917.1
K07522	NP_115925.2
K16359	NP_115925.2
K08204	NP_115927.1
K08815	NP_115927.1
K10653	NP_115935.3
K10654	NP_115935.3
K10655	NP_115935.3
K20316	NP_115936.2
K10520	NP_115937.1
K09648	NP_115938.1
K04230	NP_115940.2
K08374	NP_115940.2
K17631	NP_115941.2
K17633	NP_115941.2
K19901	NP_115941.2
K08391	NP_115942.1
K08401	NP_115943.1
K08402	NP_115943.1
K05488	NP_115945.4
K11854	NP_115946.2
K10393	NP_115948.4
K01047	NP_115951.2
K11160	NP_115953.2
K14457	NP_115953.2
K14458	NP_115953.2
K01824	NP_115954.1
K17482	NP_115956.3
K00020	NP_115958.2
K04591	NP_115960.2
K04593	NP_115960.2
K08443	NP_115960.2
K08444	NP_115960.2
K08445	NP_115960.2
K08446	NP_115960.2
K01172	NP_115961.3
K14965	NP_115963.1
K22028	NP_115967.2
K22029	NP_115967.2
K13438	NP_115968.1
K06054	NP_115969.2
K06055	NP_115969.2
K09087	NP_115969.2
K09090	NP_115969.2
K21844	NP_115970.2
K11837	NP_115971.2
K05671	NP_115972.2
K09228	NP_115973.2
K12797	NP_115976.2
K10653	NP_115977.2
K10654	NP_115977.2
K10655	NP_115977.2
K10276	NP_115979.3
K12041	NP_115980.1
K14725	NP_115980.1
K02503	NP_115982.1
K17551	NP_115984.3
K18634	NP_115985.2
K14315	NP_115986.3
K22192	NP_115986.3
K22421	NP_115987.2
K05606	NP_115990.3
K00277	NP_115992.1
K00280	NP_115992.1
K13696	NP_115993.3
K13697	NP_115993.3
K09048	NP_115996.1
K10362	NP_115997.5
K02263	NP_115998.2
K03650	NP_116009.2
K10769	NP_116009.2
K10692	NP_116011.2
K14376	NP_116021.2
K05288	NP_116023.2
K21443	NP_116025.1
K09182	NP_116027.2
K17894	NP_116027.2
K17895	NP_116027.2
K08051	NP_116028.1
K10344	NP_116030.1
K09446	NP_116032.1
K05604	NP_116038.4
K08660	NP_116038.4
K14780	NP_116045.2
K11851	NP_116052.2
K09669	NP_116053.3
K11257	NP_116053.3
K19365	NP_116056.3
K11487	NP_116062.2
K09228	NP_116068.2
K17199	NP_116069.1
K12019	NP_116070.2
K09409	NP_116071.2
K13348	NP_116072.2
K09228	NP_116078.4
K20791	NP_116082.1
K11429	NP_116090.2
K07374	NP_116093.1
K13506	NP_116106.2
K14214	NP_116110.2
K14242	NP_116110.2
K13106	NP_116114.1
K05857	NP_116115.1
K07608	NP_116116.1
K05166	NP_116121.3
K13878	NP_116124.2
K13879	NP_116124.2
K13880	NP_116124.2
K13881	NP_116124.2
K22204	NP_116124.2
K07611	NP_116126.3
K12641	NP_116126.3
K20478	NP_116126.3
K18194	NP_116136.1
K13706	NP_116139.1
K09332	NP_116142.1
K09333	NP_116142.1
K12834	NP_116147.1
K06751	NP_116154.1
K12025	NP_116154.1
K10459	NP_116164.2
K11449	NP_116165.1
K15601	NP_116165.1
K08461	NP_116166.9
K08462	NP_116166.9
K21760	NP_116167.3
K20413	NP_116171.3
K20414	NP_116171.3
K11539	NP_116172.2
K08464	NP_116176.2
K09228	NP_116177.1
K15261	NP_116178.2
K16056	NP_116179.2
K10516	NP_116181.1
K18932	NP_116188.3
K06785	NP_116190.3
K09596	NP_116191.2
K09597	NP_116191.2
K14212	NP_116191.2
K13863	NP_116192.4
K13864	NP_116192.4
K13865	NP_116192.4
K10712	NP_116193.2
K09230	NP_116194.2
K18207	NP_116195.2
K10300	NP_116196.3
K16351	NP_116197.4
K10264	NP_116203.2
K22379	NP_116203.2
K16543	NP_116205.3
K09606	NP_116212.3
K09228	NP_116214.2
K15278	NP_116215.1
K09084	NP_116216.2
K09228	NP_116217.1
K10640	NP_116220.1
K16056	NP_116220.1
K16057	NP_116220.1
K16058	NP_116220.1
K17558	NP_116222.4
K03850	NP_116223.3
K09228	NP_116227.1
K15381	NP_116228.1
K10104	NP_116232.3
K08789	NP_116233.2
K16309	NP_116233.2
K07877	NP_116235.2
K07878	NP_116235.2
K08342	NP_116241.2
K13882	NP_116243.2
K13886	NP_116243.2
K17382	NP_116246.2
K18411	NP_116247.1
K06889	NP_116248.2
K14798	NP_116249.2
K12849	NP_116253.2
K04182	NP_116254.4
K18080	NP_116254.4
K21110	NP_116255.2
K05156	NP_116260.2
K17598	NP_116261.1
K18993	NP_116262.2
K10268	NP_116264.2
K16682	NP_116265.1
K10768	NP_116267.4
K08342	NP_116274.3
K19721	NP_116277.2
K10649	NP_116279.2
K16801	NP_116287.3
K20640	NP_116289.4
K18181	NP_116290.1
K17458	NP_116291.1
K17459	NP_116291.1
K12840	NP_116294.1
K07855	NP_116307.1
K11844	NP_116318.2
K14741	NP_116324.2
K18207	NP_116325.1
K03011	NP_116558.1
K17598	NP_116561.1
K09113	NP_116569.1
